user_id,full_name,email,phone,pan_number,aadhaar_last4,role,mfa_enabled,kyc_status,city,state,created_at,last_login,status
20,Adya Sangha,user20@sipdemo.com,9841156697,JLJNI8819U,4853,INVESTOR,True,VERIFIED,Thane,Maharashtra,2022-10-17 09:47:34,2023-01-10 09:47:34,ACTIVE
21,Janaki Kanda,user21@sipdemo.com,9512452474,AWEFU3872A,0242,INVESTOR,False,VERIFIED,Warangal,Telangana,2025-11-27 07:11:37,2027-10-17 07:11:37,ACTIVE
22,Yashodhara Tak,user22@sipdemo.com,9725759823,SHGDF1571G,3710,INVESTOR,False,VERIFIED,Vadodara,Gujarat,2026-05-25 00:38:38,2028-05-15 00:38:38,ACTIVE
23,Imaran Dua,user23@sipdemo.com,9561890254,OMLEB9484C,5673,INVESTOR,False,PENDING,Hyderabad,Telangana,2021-12-08 22:07:20,2022-01-03 22:07:20,INACTIVE
24,Devansh Rajan,user24@sipdemo.com,9452277469,YCTQG0251N,7669,INVESTOR,True,VERIFIED,Kolkata,West Bengal,2024-07-29 15:34:21,2027-12-30 15:34:21,ACTIVE
25,Zayan Apte,user25@sipdemo.com,9545876026,EHTOH1669Q,8507,INVESTOR,True,VERIFIED,Bengaluru,Karnataka,2023-05-15 02:16:34,2023-09-15 02:16:34,ACTIVE
26,Amara Oak,user26@sipdemo.com,9446470021,EPQMC3368K,7880,INVESTOR,False,VERIFIED,Agra,Uttar Pradesh,2024-11-01 13:19:41,2026-05-25 13:19:41,ACTIVE
27,Nakul Setty,user27@sipdemo.com,9215509941,LBGDH8406Z,8475,INVESTOR,False,REJECTED,New Delhi,Delhi,2022-01-15 00:00:25,2025-07-19 00:00:25,ACTIVE
28,Xiti Gokhale,user28@sipdemo.com,9822594153,EPTDB7837I,5543,INVESTOR,True,VERIFIED,Noida,Uttar Pradesh,2021-07-04 11:01:42,2023-08-29 11:01:42,ACTIVE
29,Chanchal Tripathi,user29@sipdemo.com,9931809018,TSVKR8940Q,9072,INVESTOR,False,VERIFIED,Ahmedabad,Gujarat,2023-12-27 12:40:27,2025-10-09 12:40:27,ACTIVE
30,Kashvi Edwin,user30@sipdemo.com,9406846907,QXMOQ2622C,2315,INVESTOR,True,VERIFIED,Agra,Uttar Pradesh,2024-06-26 11:06:06,2026-04-06 11:06:06,ACTIVE
31,Ekiya Suresh,user31@sipdemo.com,9099296439,XDLGG0896F,8133,INVESTOR,False,VERIFIED,Surat,Gujarat,2024-02-22 11:06:33,2026-12-08 11:06:33,ACTIVE
32,Damyanti Khatri,user32@sipdemo.com,9821277610,ORTBP4927T,6070,INVESTOR,True,VERIFIED,Vadodara,Gujarat,2021-08-02 14:44:44,2021-08-19 14:44:44,ACTIVE
33,Frederick Sunder,user33@sipdemo.com,9288407266,DOZNX8284Z,3850,INVESTOR,False,VERIFIED,Surat,Gujarat,2021-10-10 16:12:39,2022-11-26 16:12:39,ACTIVE
34,Kabir Soman,user34@sipdemo.com,9934193408,YCGAW5920O,1467,ANALYST,False,VERIFIED,Siliguri,West Bengal,2025-07-03 08:54:35,2029-01-31 08:54:35,ACTIVE
35,Alka Wable,user35@sipdemo.com,9593311846,QYHRF4239L,6507,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2026-02-23 08:38:13,2028-11-22 08:38:13,ACTIVE
36,Siddharth Zacharia,user36@sipdemo.com,9718137502,FWIDX0811I,1410,INVESTOR,False,VERIFIED,Noida,Uttar Pradesh,2025-10-12 16:40:05,2029-01-25 16:40:05,ACTIVE
37,Devika Rastogi,user37@sipdemo.com,9174831165,BUWNL9044V,7352,INVESTOR,False,VERIFIED,Noida,Uttar Pradesh,2025-03-16 05:42:10,2028-08-27 05:42:10,ACTIVE
38,Raksha Varughese,user38@sipdemo.com,9640047310,LFILK0463E,9564,INVESTOR,False,PENDING,Noida,Uttar Pradesh,2026-05-21 02:49:16,2028-10-18 02:49:16,ACTIVE
39,Umang Bhatt,user39@sipdemo.com,9889866098,CNEMW3512H,2173,INVESTOR,True,VERIFIED,Durgapur,West Bengal,2023-09-17 14:09:08,2025-09-07 14:09:08,ACTIVE
40,Thomas Amble,user40@sipdemo.com,9581700446,TZCNJ4133S,4253,INVESTOR,False,VERIFIED,Ahmedabad,Gujarat,2023-02-25 21:35:22,2023-12-13 21:35:22,ACTIVE
41,Veer Bir,user41@sipdemo.com,9375880800,BFYTT2144E,9855,INVESTOR,False,VERIFIED,Salem,Tamil Nadu,2021-11-03 03:33:12,2025-03-15 03:33:12,ACTIVE
42,Ekavir Varkey,user42@sipdemo.com,9331515937,LRJLC4408X,8821,INVESTOR,True,VERIFIED,New Delhi,Delhi,2025-12-10 22:41:48,2029-05-29 22:41:48,ACTIVE
43,Tanish Zacharia,user43@sipdemo.com,9446753040,TTLYO6686E,3269,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2022-08-30 03:13:15,2025-04-07 03:13:15,ACTIVE
44,Xavier Solanki,user44@sipdemo.com,9607956393,QIMDB1837Q,7606,INVESTOR,False,VERIFIED,Puri,Odisha,2022-02-21 06:55:54,2025-05-07 06:55:54,ACTIVE
45,Girindra Chatterjee,user45@sipdemo.com,9359337868,WZPDC6936V,7656,INVESTOR,False,VERIFIED,Durgapur,West Bengal,2025-06-18 01:21:11,2029-07-10 01:21:11,ACTIVE
46,Pallavi Roy,user46@sipdemo.com,9371318781,EZEHU5575V,4462,INVESTOR,False,VERIFIED,Madurai,Tamil Nadu,2024-09-24 07:04:55,2027-06-17 07:04:55,ACTIVE
47,Guneet Bhat,user47@sipdemo.com,9598812685,ZUXFR5477Q,1882,INVESTOR,False,VERIFIED,Coimbatore,Tamil Nadu,2023-10-15 11:59:58,2025-07-10 11:59:58,ACTIVE
48,Ikbal Kothari,user48@sipdemo.com,9986712861,VXYKK3302K,7400,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2023-06-21 19:38:49,2024-09-18 19:38:49,ACTIVE
49,Logan Sami,user49@sipdemo.com,9052146246,UGDGQ6084R,0905,INVESTOR,True,VERIFIED,Agra,Uttar Pradesh,2022-06-07 18:20:41,2023-01-21 18:20:41,ACTIVE
50,Zaid Borra,user50@sipdemo.com,9581746680,TJBGR1571L,7420,INVESTOR,True,VERIFIED,Vadodara,Gujarat,2022-05-24 05:04:32,2023-10-26 05:04:32,ACTIVE
51,Chandresh Zachariah,user51@sipdemo.com,9783944958,AQHWB6274M,7068,INVESTOR,False,VERIFIED,Rajkot,Gujarat,2023-09-02 13:57:40,2025-02-02 13:57:40,ACTIVE
52,Warjas Ganesan,user52@sipdemo.com,9906386916,PLRJB8392Z,7007,INVESTOR,False,PENDING,Durgapur,West Bengal,2025-08-08 07:16:21,2028-02-08 07:16:21,ACTIVE
53,Tanay Rattan,user53@sipdemo.com,9591772669,JTONK6217P,2101,INVESTOR,True,PENDING,Mangalore,Karnataka,2023-06-28 15:08:56,2025-07-27 15:08:56,INACTIVE
54,Ladli Agate,user54@sipdemo.com,9972435491,BOXWS9675D,8037,INVESTOR,False,VERIFIED,New Delhi,Delhi,2025-12-05 14:21:20,2029-11-28 14:21:20,ACTIVE
55,Suhani Mangal,user55@sipdemo.com,9588531929,QLRIW7619N,5201,ANALYST,False,VERIFIED,Pune,Maharashtra,2026-05-03 10:36:30,2028-02-12 10:36:30,ACTIVE
56,Mohammed Gupta,user56@sipdemo.com,9097225608,QPPEQ9390A,5632,INVESTOR,False,VERIFIED,Lucknow,Uttar Pradesh,2023-07-28 10:28:18,2026-05-23 10:28:18,ACTIVE
57,Darsh Murthy,user57@sipdemo.com,9353422023,KMIDW3933Y,6281,INVESTOR,False,VERIFIED,Cuttack,Odisha,2022-12-13 13:50:41,2025-06-01 13:50:41,ACTIVE
58,Yadavi Wali,user58@sipdemo.com,9864584877,WMCKL2502T,3451,INVESTOR,True,VERIFIED,Agra,Uttar Pradesh,2021-10-09 07:27:10,2024-07-27 07:27:10,ACTIVE
59,Quincy Biswas,user59@sipdemo.com,9400785181,RDZKU3971Q,9336,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2022-04-07 09:51:45,2025-10-05 09:51:45,ACTIVE
60,Netra Dar,user60@sipdemo.com,9269520457,VJRZP7760P,7382,INVESTOR,True,VERIFIED,Warangal,Telangana,2024-06-01 10:22:33,2027-01-30 10:22:33,ACTIVE
61,Balveer Bumb,user61@sipdemo.com,9943945568,RKUXW7012K,6824,ANALYST,False,VERIFIED,Surat,Gujarat,2026-02-13 22:12:20,2028-06-08 22:12:20,ACTIVE
62,Advika Jayaraman,user62@sipdemo.com,9833710909,FSIJY7216M,6728,INVESTOR,False,VERIFIED,Durgapur,West Bengal,2023-07-21 15:24:34,2027-07-04 15:24:34,ACTIVE
63,William Lanka,user63@sipdemo.com,9916846722,RNQBK7170R,0762,INVESTOR,True,PENDING,Coimbatore,Tamil Nadu,2024-10-13 14:12:35,2025-01-25 14:12:35,ACTIVE
64,Tanvi Mutti,user64@sipdemo.com,9295498411,UETWH0269K,1421,INVESTOR,False,VERIFIED,Bengaluru,Karnataka,2023-06-09 12:58:46,2025-08-31 12:58:46,ACTIVE
65,Aditya Shanker,user65@sipdemo.com,9235523264,NCRED3222Y,1698,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2026-01-22 07:59:31,2028-06-16 07:59:31,ACTIVE
66,Ethan Yogi,user66@sipdemo.com,9765755391,YMLZJ7978G,8925,INVESTOR,False,VERIFIED,New Delhi,Delhi,2024-07-18 08:33:24,2025-10-10 08:33:24,ACTIVE
67,Kevin Palla,user67@sipdemo.com,9875030990,LBDKO5630I,9047,INVESTOR,False,VERIFIED,Hyderabad,Telangana,2022-07-16 11:57:11,2025-05-27 11:57:11,ACTIVE
68,Kala Mane,user68@sipdemo.com,9879474324,CZWDW1931H,1187,INVESTOR,False,VERIFIED,Warangal,Telangana,2025-10-27 20:07:26,2027-12-06 20:07:26,ACTIVE
69,Abhiram Mistry,user69@sipdemo.com,9805287356,BPLRW2045Y,3316,INVESTOR,False,VERIFIED,Cuttack,Odisha,2022-04-07 23:24:11,2023-06-04 23:24:11,ACTIVE
70,Krish Lalla,user70@sipdemo.com,9522814044,MZYRU3413Y,5323,INVESTOR,False,PENDING,Mangalore,Karnataka,2026-01-27 06:00:41,2029-03-11 06:00:41,ACTIVE
71,Nachiket Magar,user71@sipdemo.com,9392177796,JPBBU5622K,7323,INVESTOR,False,VERIFIED,Chennai,Tamil Nadu,2022-01-21 23:07:05,2023-07-25 23:07:05,ACTIVE
72,Hemal Jani,user72@sipdemo.com,9705572125,WMUST3230H,2593,INVESTOR,False,REJECTED,Durgapur,West Bengal,2022-11-16 17:18:05,2025-10-02 17:18:05,ACTIVE
73,Yashasvi Suresh,user73@sipdemo.com,9967482705,TJDOE8995C,3666,INVESTOR,False,VERIFIED,Warangal,Telangana,2024-11-14 12:18:10,2025-10-25 12:18:10,ACTIVE
74,George Sampath,user74@sipdemo.com,9526237094,NHZAV6891D,2628,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2022-09-22 16:39:44,2022-10-27 16:39:44,ACTIVE
75,Aarush Nath,user75@sipdemo.com,9296529625,QSCVQ3998B,6180,INVESTOR,True,VERIFIED,Agra,Uttar Pradesh,2025-07-27 07:19:39,2025-11-19 07:19:39,ACTIVE
76,Neel Sathe,user76@sipdemo.com,9073020665,EGVKX3719X,9367,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2025-04-13 17:09:03,2026-12-17 17:09:03,ACTIVE
77,Aditya Choudhury,user77@sipdemo.com,9731033211,PJUHG0237E,4540,INVESTOR,True,VERIFIED,Surat,Gujarat,2024-03-15 13:24:27,2028-01-07 13:24:27,ACTIVE
78,Balendra Pingle,user78@sipdemo.com,9340444022,KUSOZ2561I,6511,INVESTOR,False,VERIFIED,Ahmedabad,Gujarat,2021-11-10 18:47:57,2023-07-01 18:47:57,ACTIVE
79,Qushi Datta,user79@sipdemo.com,9926452383,LVQPH6641M,1555,INVESTOR,True,REJECTED,New Delhi,Delhi,2024-05-09 22:24:54,2026-03-26 22:24:54,ACTIVE
80,Balveer Parmar,user80@sipdemo.com,9709445965,VBWUR1321N,7385,INVESTOR,True,VERIFIED,Salem,Tamil Nadu,2021-09-11 18:19:06,2023-05-01 18:19:06,ACTIVE
81,Harshil Pandya,user81@sipdemo.com,9555543755,POQQZ3710H,3014,FUND_MANAGER,True,PENDING,New Delhi,Delhi,2022-07-10 23:16:26,2026-02-25 23:16:26,ACTIVE
82,Mohammed Khalsa,user82@sipdemo.com,9031897553,LFMML6338D,4476,INVESTOR,False,VERIFIED,New Delhi,Delhi,2025-04-29 21:00:06,2027-04-02 21:00:06,ACTIVE
83,Nitara Bakshi,user83@sipdemo.com,9342856565,LAFHS7575L,3868,INVESTOR,False,PENDING,Salem,Tamil Nadu,2025-09-28 15:14:26,2029-01-23 15:14:26,ACTIVE
84,Nisha Kothari,user84@sipdemo.com,9669541340,GDJDK5544R,3018,FUND_MANAGER,False,VERIFIED,Hubli,Karnataka,2022-05-16 19:08:58,2023-01-13 19:08:58,ACTIVE
85,Lavanya Barad,user85@sipdemo.com,9455259577,CATHH5147Y,4247,INVESTOR,True,VERIFIED,Warangal,Telangana,2022-10-20 20:48:02,2023-09-28 20:48:02,INACTIVE
86,Ryan Sharma,user86@sipdemo.com,9611220325,WCWDV2768T,3722,INVESTOR,True,VERIFIED,Warangal,Telangana,2025-09-17 20:03:05,2027-09-01 20:03:05,ACTIVE
87,Udant Bajwa,user87@sipdemo.com,9663077476,WDWGS8764S,8445,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2023-03-18 16:28:54,2024-10-06 16:28:54,ACTIVE
88,Falguni Mallick,user88@sipdemo.com,9360074184,KZVMI2518Z,0926,INVESTOR,False,VERIFIED,New Delhi,Delhi,2024-09-26 04:21:54,2027-09-26 04:21:54,ACTIVE
89,Indali Upadhyay,user89@sipdemo.com,9704126068,JCRQB6774C,9410,INVESTOR,True,VERIFIED,Kolkata,West Bengal,2025-09-28 04:20:41,2029-05-31 04:20:41,ACTIVE
90,Ayaan D’Alia,user90@sipdemo.com,9279642811,UTDZD5064X,7347,INVESTOR,True,VERIFIED,Howrah,West Bengal,2023-06-16 12:46:55,2025-08-08 12:46:55,ACTIVE
91,Pranav Lanka,user91@sipdemo.com,9145599918,WFPEK6772M,5367,ANALYST,True,VERIFIED,Kolkata,West Bengal,2025-10-20 23:12:00,2029-06-30 23:12:00,ACTIVE
92,Hemani Murthy,user92@sipdemo.com,9623528536,XYKHS7446R,8606,INVESTOR,True,VERIFIED,Howrah,West Bengal,2021-09-05 08:20:54,2021-11-26 08:20:54,ACTIVE
93,Lekha Gupta,user93@sipdemo.com,9577117287,PBRRE0104L,0820,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2023-08-21 11:32:35,2026-03-07 11:32:35,ACTIVE
94,Aarav Venkatesh,user94@sipdemo.com,9243198597,EEUXR1708A,4347,INVESTOR,True,VERIFIED,Puri,Odisha,2022-09-29 03:54:29,2025-12-03 03:54:29,ACTIVE
95,Januja Sankar,user95@sipdemo.com,9327723997,UZYBM2835A,7571,INVESTOR,True,VERIFIED,Cuttack,Odisha,2026-01-16 03:33:40,2027-04-19 03:33:40,ACTIVE
96,Dipta Dash,user96@sipdemo.com,9709857390,TJTHF9499E,0180,INVESTOR,False,VERIFIED,Rourkela,Odisha,2021-11-01 07:36:49,2021-11-04 07:36:49,ACTIVE
97,Yashica More,user97@sipdemo.com,9114459232,YKVIL2917D,1168,INVESTOR,True,VERIFIED,Durgapur,West Bengal,2025-01-11 10:52:09,2026-10-19 10:52:09,ACTIVE
98,Neha Merchant,user98@sipdemo.com,9501710721,GJNRG9044X,4690,INVESTOR,True,VERIFIED,Bengaluru,Karnataka,2024-10-08 12:04:46,2028-10-04 12:04:46,ACTIVE
99,Osha Raghavan,user99@sipdemo.com,9343924166,XVIBL1583A,6484,INVESTOR,False,VERIFIED,Hyderabad,Telangana,2024-03-20 11:10:59,2024-09-25 11:10:59,ACTIVE
100,Charvi Ravi,user100@sipdemo.com,9313287095,ZOAJS4735K,7991,INVESTOR,False,VERIFIED,Noida,Uttar Pradesh,2024-10-27 05:29:25,2028-05-11 05:29:25,ACTIVE
101,Daksha Mangat,user101@sipdemo.com,9079551984,WUJVV1586S,3402,INVESTOR,False,VERIFIED,Cuttack,Odisha,2024-03-08 20:02:32,2027-06-01 20:02:32,ACTIVE
102,Udyati Sathe,user102@sipdemo.com,9939313119,SXVIA5978L,7961,FUND_MANAGER,False,VERIFIED,Coimbatore,Tamil Nadu,2022-07-11 03:50:59,2024-06-08 03:50:59,ACTIVE
103,Yasti Solanki,user103@sipdemo.com,9699259172,THEAS5875F,9180,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2023-08-31 20:06:18,2025-05-21 20:06:18,ACTIVE
104,Frado Mander,user104@sipdemo.com,9387572470,GCAKT9843R,0213,INVESTOR,True,VERIFIED,Chennai,Tamil Nadu,2025-05-24 08:06:26,2027-05-12 08:06:26,ACTIVE
105,Girik Keer,user105@sipdemo.com,9459562035,ZXSLQ6403G,4000,INVESTOR,False,VERIFIED,Nagpur,Maharashtra,2024-01-10 11:38:39,2027-05-11 11:38:39,ACTIVE
106,Rushil Din,user106@sipdemo.com,9342422076,MDUMX2633M,0359,INVESTOR,True,PENDING,Hubli,Karnataka,2024-10-19 02:32:26,2025-04-05 02:32:26,ACTIVE
107,Vaishnavi Bora,user107@sipdemo.com,9194912100,WMCXS5986T,6281,INVESTOR,False,PENDING,Rajkot,Gujarat,2021-08-11 12:04:32,2024-10-27 12:04:32,ACTIVE
108,Leena Talwar,user108@sipdemo.com,9415799512,OOWNX0757D,5343,INVESTOR,False,VERIFIED,Mumbai,Maharashtra,2023-09-24 15:34:16,2025-11-27 15:34:16,ACTIVE
109,Abdul Chhabra,user109@sipdemo.com,9246081948,KWRBM2337J,2461,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2023-06-16 11:40:55,2023-09-04 11:40:55,ACTIVE
110,Patrick Vasa,user110@sipdemo.com,9824972856,UBSKU5518G,1035,INVESTOR,False,VERIFIED,New Delhi,Delhi,2025-04-26 19:53:46,2028-03-17 19:53:46,ACTIVE
111,Jairaj Shan,user111@sipdemo.com,9407709660,CABWU2222U,2839,INVESTOR,False,PENDING,Hubli,Karnataka,2023-10-11 01:18:53,2027-08-22 01:18:53,ACTIVE
112,Edhitha Savant,user112@sipdemo.com,9526432326,MRVKC5683U,9615,INVESTOR,True,PENDING,Warangal,Telangana,2022-02-23 03:12:55,2023-05-16 03:12:55,ACTIVE
113,Sanaya Dutt,user113@sipdemo.com,9376649331,DAMHX4759G,6524,INVESTOR,True,PENDING,Vadodara,Gujarat,2024-07-03 01:49:59,2028-04-28 01:49:59,ACTIVE
114,Shivani Lad,user114@sipdemo.com,9590858320,FWKXJ5410U,8124,INVESTOR,False,VERIFIED,Pune,Maharashtra,2025-02-23 09:13:13,2027-02-21 09:13:13,ACTIVE
115,Vedhika Khare,user115@sipdemo.com,9706649301,IZIBL2751Z,3038,INVESTOR,True,VERIFIED,Bengaluru,Karnataka,2025-03-09 23:19:18,2027-12-03 23:19:18,ACTIVE
116,Bhavika Keer,user116@sipdemo.com,9893931994,CNHBB9455N,2717,INVESTOR,True,VERIFIED,New Delhi,Delhi,2022-11-03 20:41:35,2023-07-26 20:41:35,ACTIVE
117,Faris Devi,user117@sipdemo.com,9127260415,GNBZR6064M,6748,INVESTOR,True,VERIFIED,Puri,Odisha,2022-10-29 16:26:19,2026-06-02 16:26:19,ACTIVE
118,Michael Kala,user118@sipdemo.com,9306986105,FGNFS2042P,7122,COMPLIANCE_OFFICER,False,VERIFIED,Hyderabad,Telangana,2022-03-26 13:15:19,2025-08-25 13:15:19,ACTIVE
119,Ganga Shukla,user119@sipdemo.com,9346808149,JRLDW8016K,2387,INVESTOR,True,VERIFIED,Bengaluru,Karnataka,2021-10-21 23:57:19,2023-06-09 23:57:19,ACTIVE
120,Osha Ramachandran,user120@sipdemo.com,9919140237,KPURE3306X,6755,FUND_MANAGER,False,VERIFIED,Cuttack,Odisha,2023-07-15 10:39:17,2024-02-13 10:39:17,ACTIVE
121,Lajita Sood,user121@sipdemo.com,9544173325,SMRQD8860F,5380,INVESTOR,False,VERIFIED,Nashik,Maharashtra,2025-12-09 21:37:39,2029-08-26 21:37:39,ACTIVE
122,Chanchal Ramakrishnan,user122@sipdemo.com,9564388837,TAKAO8796Q,5734,INVESTOR,True,VERIFIED,New Delhi,Delhi,2021-07-09 05:17:59,2024-04-23 05:17:59,ACTIVE
123,Thomas Sura,user123@sipdemo.com,9281370661,CXMVT4211M,8455,FUND_MANAGER,True,VERIFIED,Durgapur,West Bengal,2025-09-08 14:14:37,2029-08-16 14:14:37,ACTIVE
124,Vedika Balakrishnan,user124@sipdemo.com,9466233281,UXREV1663M,6858,INVESTOR,False,VERIFIED,Rajkot,Gujarat,2022-07-27 18:07:48,2025-06-03 18:07:48,ACTIVE
125,Noah Sibal,user125@sipdemo.com,9775597685,QHIRZ6956K,8401,INVESTOR,True,VERIFIED,Coimbatore,Tamil Nadu,2023-05-28 02:17:38,2024-07-31 02:17:38,ACTIVE
126,Meera Bala,user126@sipdemo.com,9526357660,GVRHT0818X,3476,FUND_MANAGER,True,VERIFIED,Hubli,Karnataka,2026-01-05 07:27:44,2029-11-05 07:27:44,ACTIVE
127,Krishna Shenoy,user127@sipdemo.com,9097102218,SQTOP7921V,0490,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2021-11-26 10:00:03,2025-06-16 10:00:03,ACTIVE
128,Ladli Narang,user128@sipdemo.com,9022332759,OBSNY5715M,8906,INVESTOR,True,REJECTED,Siliguri,West Bengal,2022-05-21 01:14:48,2025-08-06 01:14:48,ACTIVE
129,Geetika Raghavan,user129@sipdemo.com,9159195006,KOHXV3840U,7841,INVESTOR,False,VERIFIED,New Delhi,Delhi,2022-07-13 19:32:51,2023-03-03 19:32:51,ACTIVE
130,Zayyan Bumb,user130@sipdemo.com,9640656675,SABEG0894O,7091,INVESTOR,False,VERIFIED,Bengaluru,Karnataka,2022-11-10 10:26:07,2025-06-08 10:26:07,ACTIVE
131,Inaya Kapur,user131@sipdemo.com,9697739551,VAEFT7826J,0559,INVESTOR,False,VERIFIED,Warangal,Telangana,2023-10-21 09:29:24,2026-01-08 09:29:24,ACTIVE
132,Azaan Kota,user132@sipdemo.com,9452007431,EQGCR5079R,6169,INVESTOR,False,VERIFIED,Noida,Uttar Pradesh,2024-09-08 10:03:30,2025-08-04 10:03:30,ACTIVE
133,Michael Khare,user133@sipdemo.com,9843351688,YEIUS6236K,1528,INVESTOR,True,PENDING,Hubli,Karnataka,2022-06-21 17:19:35,2024-03-30 17:19:35,ACTIVE
134,Tejas Shroff,user134@sipdemo.com,9858150302,KPXOO9473H,9967,INVESTOR,True,VERIFIED,Berhampur,Odisha,2022-02-10 08:21:41,2025-05-11 08:21:41,ACTIVE
135,Oliver Contractor,user135@sipdemo.com,9806196275,BTGGG6573O,5335,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2024-12-06 00:13:19,2026-12-11 00:13:19,ACTIVE
136,Deepa Chokshi,user136@sipdemo.com,9213712874,VIUXA8425I,4218,INVESTOR,True,VERIFIED,Salem,Tamil Nadu,2025-04-25 16:48:05,2027-04-18 16:48:05,ACTIVE
137,Keya Ranganathan,user137@sipdemo.com,9926442415,DEXNK9687J,7651,INVESTOR,False,VERIFIED,Bengaluru,Karnataka,2024-05-03 01:31:51,2027-07-20 01:31:51,ACTIVE
138,Faqid Kibe,user138@sipdemo.com,9857069509,CFWNK1046B,6448,INVESTOR,False,VERIFIED,Rajkot,Gujarat,2026-02-13 16:47:39,2026-11-11 16:47:39,ACTIVE
